,ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Lifetime Days,Country,Yearly_count
1546,1547,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214.0,Nigeria,0.6
552,553,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214.0,Mozambique,0.6
1683,1684,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,female,214.0,Kenya,0.6
275,276,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Mauritius,1.0
701,702,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,United States of America,0.6
801,802,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,171.0,Nigeria,0.5
192,193,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,male,366.0,Nigeria,1.0
1141,1142,RoomMaster,Existing Room member,Free Trial,Young Leader,AIIP 2020,checked,male,214.0,Nigeria,0.6
911,912,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Singapore,1.0
178,179,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,female,214.0,United States of America,0.6
73,74,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,female,214.0,South Africa,0.6
485,486,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,Kenya,1.0
1011,1012,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,United States of America,0.6
521,522,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Kenya,0.6
625,626,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Switzerland,0.6
